review,label
"Alors que les films en Palestine occupée pleuvent, ce documentaire apparaît comme un témoignage rare de la vie de cette troisième génération de réfugiés palestiniens en Syrie. La question administrative de l'apatride croise la question de la quête identitaire de ces jeunes, qui sous plusieurs facettes, nous ressemblent. L'amour du réalisateur pour ces jeunes est contagieux et nous permet de rendre toute son humanité à ce qui s'exprime habituellement par des chiffres. Alors ces milliers de personnes sont-elles palestiniennes? Sont-elles syriennes? Leur existence, leur force et leurs sourire sont des symboles de résistance.",1
Une très très bonne surprise pour ce Star Trek. Grand amoureux de cette license j'ai eu quelque appréhension mais aucun doute après visionnage. Justin lin a su maîtriser l'ambiance de la license en y ajoutant un humour ou la connaissance des personnage est nécessaire à la compréhension qui ferait penser à une série mais surtout il donne vraiment l'impression de voir un équipage qui se complètent les uns les autres. L'action est classe et maîtriser et l'imagerie est magnifique. Un grand bravo a Justin Lin,1
"Il aura fallu un an et demi pour que ""Droit de passage"" soit enfin à l'affiche dans les salles françaises.Ce qui est d'abord étonnant vu le casting pléthorique et le sujet universel.Sur le papier,il s'agit d'un drame choral traitant de l'immigration aux Etats-Unis.Une multitude de points de vue nous renseigne sur cette situation inextricable entre policiers violents,politiciens véreux,étudiants magouilleurs,latinos planqués ou musulmans aux idéologies troubles.Entre les citoyens natifs américains et ceux qui veulent le devenir,un conflit d'intérêt énorme les sépare.Plusieurs questions nous viennent à l'esprit:Comment contrôler ce flux étranger?Comment décider d'intégrer ou de renvoyer les immigrés chez eux?Sur quels critères?La vie à Los Angeles mérite t-elle tant de sacrifices?Des thèmes intéressants,mais Wayne Kramer(""Lady Chance"")est ici tellement préoccupé de tout dramatiser et de faire pleurer dans les chaumières que son ""Crossing Over""frise l'indigestion.L'interprétation est aussi en cause,entre Harrison Ford au ralenti,Ray Liotta paresseux et Ashley Judd risible.Quant on a des ambitions citoyennes,on s'attache à la qualité d'écriture,ici très médiocre.Le montage chaotique met en lumière les carences tout azimut du film.Raté.Ni plus,ni moins.",0
Ce film est une daube intersidérale. Pendez le réalisateur.,0
"Un beau film sur un sujet difficile dans la lignée d'American History X avec le talentueux Elijah Wood de la saga "" Le Seigneur des Anneaux"" puis suivi ""The Hobbit"" affronte le ténébreux Tobey Maguire de la saga ""Spiderman"" puis le remake fabuleux de ""Gatsby le magnifique"" !!! Un duel au sommet !!! A voir !!!",1
"Johnnie To nous vole aussi avec ce long métrage. En effet c'est pas son meilleur et il peut vous décevoir. Il y à du bon prendre quand même, comme une scène avec des parapluies qui frôle l'hypnotique, une autre situation comme celui de l'ascenseur excellemment bien tourner et vous fera passer un moment très humoristique. Au niveau de l'ensemble ça coince, il faut croire que Sparrow est trop décontracter ou du moins Johnnie tourne cela en buvant un Coca avec une paille déjà bien sans bulles et le citron étant absent lui aussi, le pétillement, la saveur est amoindri.",0
"On n'est pas loin du chef-d'oeuvre : naturel, poésie, drame, le tout filmé par une caméra magique. Quelque part entre ""Sans anesthésie"" (Wajda) et ""Dogma"". Au moins 4 étoiles !!",1
"Je dois reconnaitre que ce Snow Cake m'a un peu décu. Autant le premier quart d'heure démarre très fort, avec un bon dialogue entre les deux personnages du moment, et une certaine émotion qui arrive à passer. Hélas, la suite se révèle plus laborieuse, le film tombant à plusieurs reprises dans le niaiseux, parfois dans les clichés. C'est dommage, car la manière de traiter l'autisme était plutot original et fine. Toutefois, à quelques reprises dans le film, le réalisateur Marc Evans semble reprendre le controle de la mise en scène, nous offrant de jolis moments, sincères et droles. Si le film arrive également à se maintenir à un niveau honnête, c'est également grace à la preformance des acteurs, Carrie-Anne Moss signant une performance honnête, mais éclipsé par une surprenante Sigourney Weaver mais surtout Alan Rickman, magnifique comme d'habitude. Un peu décevant donc, mais tout de même très regardable.",0
Une comédie très drôle et sympathique avec une bonne interprétation de Bruce Willis.,1
"DECEVANT, env. 1h30 de perdu, un bébé qui mange des personnes, mouai pas très recherché...",0
"Lorsque l'américanisation de notre culture s'étend au domaine cinématographique, ça donne un excellent résultat au box-office et de véritables louanges critiques pour un film qui n'a finalement de français que son personnage principal. Pour bien appuyer les choses, constatons que l'emprise de la bannière étoilée s'est ici faite sentir à travers un biopic, l'un des genres fétiches de nos voisins outre-Atlantique. Mais attention, il ne s'agit pas de n'importe quel type de biographie : une comme on en produit qu'en Californie et où le protagoniste concerné est élevé au rang de mythe indiscutable, que dis-je de demi-dieu ceci dans un conformisme incroyablement grossier, qui n'incite bien évidemment pas à la réflexion, seulement à une bête approbation de la part des masses. Piaf est pour Dahan indétrônable : seulement, si certains ont habilement su jouer avec ces échelles qui dépassent le cadre humain (je pense aux ""Doors"" d'Oliver Stone) mettant leur fascination et leur admiration au service de leur style, le metteur en scène ici présent n'a songé qu'à alourdir chaque seconde d'un long-métrage bien pesant. Très rébarbatif et faussement ""virtuose"", ""La Môme"" s'enfonce très vite dans un amas de conventions aussi bien dans le fond que sur la forme. Pour palier le vide abyssal de son film, le cinéaste a alors recours aux flashs-backs qui nous rythment (faiblement) ce film très décevant. Point d'approche originale, juste une bête copie de ce qu'Hollywood produit régulièrement. Alors, on s'intéresse à la prestation de Marion Cotillard et l'on se dit mon dieu qu'elle possède un regard surnaturel. Manque de bol, à force de se tortiller et de hurler dans les sens, son jeu se voit très vite outré, malheureusement pas relevé par des costumes qui l'avaient pourtant rendue méconnaissable. C'est qu'ils aiment bien ces mutations physiques les ricains : alors ils applaudissent aveuglément une ""oeuvre"" convenue à l'extrême, sans imagination, sans rien de concret. Sauf les yeux de M.C.",0
"Les six séquences s'enchaînent de manière assez heureuse, toutes autour de 1900, 1920 dans des milieux guindés, on est à la limite de la caricature. Très vite, on attend la petite citation du cinéaste concerné ... Quelques longueurs, un peu académique aussi. Mais les parents sont guindés à souhait et les enfants jouent juste, avec une retenue et une compréhension adultes parfois... Chacun peut retrouver ses parcelles d'enfance, cette longue période sans tribunal et sans mode d'emploi précis, où il faut oser s'exprimer aux moments décisifs et déjà biaiser pour se tirer d'affaire...",1
NAVETS et un de plus surtout à ne pas voir à moin d'avoir du temps à perdre. .. film sans queue ni tête. incompréhension complète,0
"Un film sur la quête d'identité porté par Hafsia Herzi qui avait déjà crevé l'écran dans La graine et le mulet. C'est un vrai combat auquel on assiste pendant 1h30, un combat pour la liberté et contre les inégalités. Il manque un petit quelque chose pour en faire un ""grand"" film mais on passe tout de même un très bon moment.",1
"Sympathique ok. Mais enfantin au possible. Le spectateur est usurpé sur la marchandise. C'est un film sur un père veuf qui élève ses enfants rien de plus. Le zoo, un pur prétexte bien maigre. Pour enfants..... Même pas......",0
"Petite arnaque d'auteur qu'on devrait encore aimer. Le film va dans tous les sens et nul part, comme sa camera et son personnage principal d'ailleurs. Le scénario est tricoté rapidement, les personnages dessinés à la va-vite. On a un peu l'impression d'être à une fête où l'on ne connait personne et où personne ne veut s'adresser à nous, avec des gens sous substance qui parleraient de choses qui ne nous concernent pas et qu'on serait obligé de voir jouer à la console sans connaitre les règles du jeu. Un tunnel d'ennui multicolore.",0
"Pendant un quart d'heure il ne se passe rien, c'est très mauvais signe, mais c'est pour nous présenter de la pire des façons les protagonistes dont le héros aussi charismatique qu'une cheminée d'usine. En fait le film ne fonctionne jamais, on a de l'empathie pour personne, on se fiche ce qui va arriver au petit groupe, et puis il faut faire avec les absurdités du scénario : pourquoi aller sur le toit ? Pourquoi un alien capable de briser un hélicoptère a du mal avec une nana fatiguée armée d'une hache de pompier ? Bref tout cela est dérisoire, inintéressant et raté sauf les séquences faisant la part belle aux effets spéciaux qui ne sont pas trop mal.",0
Une adaptation sublime du célèbre roman de Jules Verne. A voir au moins une fois dans sa vie.,1
"quelle désillusion pour mon fils qui s'attendait à voir un spectacle comme la version précédente et a en réalité assisté à un banal concert ! alors oui de bons chanteurs de bonnes mélodies assez rengaines pour certaines mais franchement on est loin du soldat rose 1 tout est pareil et monotone aucun décor pratiquement pas de costume manque de budget ??? ou manque d'imagination? shirley et dino ont fait cent fois mieux et n'avait pas forcément les fonds d'un blockbusters américain loin de la version artistique et rêveuse de mr chédid ,le soldat rose 2 est son oxymore absolue aseptisé et commercial qui se souci plus de faire recette que de faire rêver les enfants donc rectification ce n'est pas un spectacle c'est un concert !",0
"J'aime beaucoup ce film. Les acteurs sont très bons et le scénario reposant. Si vous aimez les films à suspens et à rebondissement ce n'est pas vraiment fait pour vous. Les différentes parties à titre et l'avancée dans le temps de mois en mois comme une sorte de chronique sont parfaits pour donner un peu plus de relief. Pour finir ce film est très réaliste et représente parfaitement les différentes relations dans la vie d'une personne lambda, que ce soit amicales, amoureuses….tout en étant très compliquées.",1
"Pour la première fois, ce n'est pas une oeuvre de Leslie Charteris qui est directement car il s'agit d'un scénario original. Malheureusement ça se voit dans le mauvais sens du terme. On est beaucoup plus proche d'une comédie pas drôle que d'un petit film de série B efficace comme l'étaient les autres films de la série RKO jusqu'ici. Reste une réalisation plutôt et dynamique, la bonne idée de départ, qui était de confronter le héros à un méchant qui n'est autre que son sosie parfait, permettant ainsi à George Sanders d'assumer un double rôle, qui s'avère par la suite hélas grotesquement exploitée. Quand à Bela Lugosi dans le rôle d'un gangster, c'est de l'ordre du très anecdotique car l'ancien Dracula n'apporte absolument rien de spécial à ce rôle qui aurait pu être interprété par n'importe qui d'autre. On regarde l'ensemble avec un désintérêt poli.",0
"Drôle de film que ce Hotel New Hampshire... Je m'attendais à une petite comédie sympa à voir en famille et j'ai été finalement très surprise. Un film complètement barge et décalé, oscillant entre le rire et les larmes, à prendre absolument au second degré (et finalement pas trop pour les enfants). La force de ce film : ses acteurs (Rob Lowe, Jodie Foster à ses débuts).",1
le début nous promets beaucoup avec divers extraterrestres mais le film est décevant...le faite de la combinaison est très bien trouver mais aux final ce film me fait penser a Greg Aronowitz et quatre potes a lui qui on réaliser un film en quatre jours dans le désert de l'utah...a chaque moment on pense qu'il va y avoir de l'action ou un semblant et rien!!!...la fin n'est pas si mal que ça mais le film est plat...dommage une bonne idée de scénario qui n'est pas exploité...,0
"Mais qu'est il arrivé a Didier Bourdon et Pascal Campan pour écrire une comédie comme celle-ci,rien de drôle même pas au seconde degré,. Ce n'est même pas un nanar mais un navet à l'image et aux costumes de série z. Rien à sauver dans cette lamentable comédie qui semble droit sorti des productions AB. Le scénario aurait largement put être écrit pour faire un épisode des musclés tellement il est nul.",0
"A l’occasion de la restauration des films cultes du cinéaste japonais Seijun Suzuki qui influença Quentin Tarentino et Jim Jarmusch, Détective 2-3 ressort en 2018 sur les écrans. Un criminel, au centre d’une guerre des gangs généralisée, est sur le point d’être relâché par la police et ce sera à qui lui fait la peau en premier. Heureusement pour lui, le détective Tajima arrive à l’extraire de cette situation périlleuse en échange d’une infiltration… Détective Bureau 2-3 ressemble à une parodie des James Bond. Les comédiens jouent soit les gentils, soit les méchants, mais dans tous les cas ils sont drôles et se jouent des stéréotypes qu’on en fait. Les scènes d’action sont dynamiques et se complaisent dans la mise en scène stylisée de Suzuki. Les musiques et chansons sont aussi l’occasion de ne jamais perdre le rythme autour des dialogues. Détective Bureau 2-3 est un polar pop proche de la série B osant toujours l’audace. D'autres critiques sur notre page Facebook : Cinéphiles 44 et notre site cinephiles44.com",1
"Une oeuvre forte et émouvante admirablement bien servie par la sobriété de la réalisation de John Frankenheimer. Le film bénéfie de la présence de remarquables seconds rôles en les personnes de Karl Malden, Thelma Ritter, Telly Savalas et Neville Brand. Mais celui à qui ont la majeure partie de la réussite de cette oeuvre sur l'univers carcéral est sans conteste Burt Lancaster, incarnant à la perfection le rôle-titre. Il arrive à rendre touchant son personnage, ce qui devait être loin d'être évident. C'est d'ailleurs certainement son plus grand rôle après celui du «Guépard». Un classique incontournable.",1
"Avec ""La proie"" Eric Valette réussit un polar/film d'action très divertissant et relativement bien équilibré entre action et psychologie des personnages. Il mêle dans ce film plusieurs genres policier : film d'évasion, serial-killer, ex-flic en quête de justice, femme flic ultra-compétente, tous ces ingrédients sont étonnamment bien enchâssés et donnent corps à une intrigue à tiroir plutôt bien foutue. Le fil est donc bourrés d'archétypes divers, mais il n'en tombe pas pour autant dans le cliché en arrivant à les dépasser pour les mettre au service d'une histoire très divertissante sans être totalement creuse. Le film repose pour une bonne part sur la prestation d'Albert Dupontel qui donne à ce braqueur, pas vraiment sympathique, un aspect très touchant en père de famille à la poursuite du ravisseur de sa fille. Il offre aussi une prestation physique digne du Bébel des grandes heures, ce qui donne une plus-value à l'américaine dans ce polar français, qui ne se contente donc pas de ronronner son histoire. Alors, l'intrigue n'est pas pour autant incroyablement originale, mais elle offre une heure quarante d'un divertissement de belle qualité qui ne copie pas un style américain tout en lui piquant des trucs bien adaptés au polar à la française. Un film d'action français d'une qualité certaine qui pour une raison étrange n'a pas rencontré son public : à peine plus de 350 000 entrées en France et 3 millions de dollars de recette en tout, ce qui n'a même pas remboursé le budget du film. C'est triste parce que cela va freiner les productions de ce type dont les seuls représentantes seront celles venues d'outre-Atlantique... Si vous ne l'avez pas encore vu, précipitez-vous pour le regarder, vous ne le regretterez pas.",1
"on voit bien que le réalisateur kévin smith a accepté ce projet pour l'argent tant sa réalisation est paresseuse. tracy morgan en fait des caisses pendant que bruce willis a l'air de se faire chier dans chaque plan. un seul gag m'a fait rire durant tout le film, et ce ne sont pas les références cinéphiliques qui sauvent le film du désastre. et dire que j'ai vu la version québecquoise qui a un doublage absolument horrible.",0
"Indépendant ne veut pas dire bon ni chef d'oeuvre......... Encore un qui se prend pour Kubrick....... beaucoup de choses, d'idées, de réflexions et aucunes explications car je ne fais pas des films pour les abrutis moi ! Je suis un cinéaste moi ! Une question pour le grand réalisateur, il reste encore des adolescents américains ? Parce qu'à force de jouer les débiles et d'aller toujours dans des cabanes pourris au milieu de rien et de la nuit, il doit pas rester beaucoup de jeunes............",0
"Fascinant, envoûtant, surréaliste, mystérieux, spirituel, mystique, philosophique, poétique, mélancolique, triste, voilà comment qualifier cette grande œuvre. J'ai été complètement immergé par cette histoire. Jarmush nous entraîne dans un voyage vers la mort avec un lyrisme et une beauté d’images que l’on ne peut pas oublier. L’atmosphère est géniale. Le film est tourné en noir et blanc, ce qui contribue à créer cette ambiance d’isolation et d’errance du personnage principale « William 'Bill' Blake » interprété par le brillant Johnny Depp. La bande-son est caractérisée uniquement par le son rugueux des accords de guitares électriques de Neil Young, plutôt que d'un ensemble de chansons, ce qui donne au film un aspect extérieur, champêtre, hypnotisant qui correspond bien au contenu. Une expérience cinématographique fantastique et unique que tout cinéphile se doit de voir.",1
film hyper drole avec le trio chan hung biao se film et genial a l'anciene,1
"L'un des premiers films de Andrew Davis futur réalisateur entre autres de ""Dommage Collatéral"" et surtout de ""Le Fugitif"" mais avant il s'est essayé à l'horreur et plus particulièrement au slasher avec ce ""The Final Terror"". On va pas se mentir le film n'est pas bon que ça soit de nos jours ou même à l'époque (vu les notes) je doute qu'il a pu faire son petit effet car il ne s'y passe strictement on attend encore et encore mais non c'est un peu le néant dans un film qui ne dure pourtant que 1h20 et l'on ressent encore plus de frustration avec ce final bâclé et expédié. Une autre chose qui m'a aussi énervé c'est l'habillage sonore et les bruitages du genre quand le tueur met un coup de couteau ou autre il y a ce son très aigu mais c'était souvent ça dans les films de l'époque.",0
"Je croyais le savoir avant, maintenant j'en suis certain : la meilleure façon de pourrir un film en profondeur est de filer les clefs de la réalisation à un incompétent comme Robert Luketic. Je suis un peu frustré, parce qu'on sent que l'histoire peut être bien. Ok, elle est sans doute vue et revue mais peu importe l'histoire de base est franchement bien, et l'idée de se retrouver dans un monde un peu futuriste, de travailler le sujet des nouvelles technologies, c'est intéressant aussi. Mais ce film n'a rien d'un bon film parce que rien n'en ressort, on ne ressent pas de tension, pas d'émotion, rien. Tout le long du film n'est qu'une suite de plans sans intérêt sur un scénario un peu surfait. Bref, c'est franchement pas terrible quand on a fini de visionner le film. Le gros point positif est sans doute son casting. À part Liam Hemsworth que je n'aime pas, confronter Oldman et Ford c'est franchement génial, dommage qu'ils soient un peu sous-exploités parce que le peu de temps où ils ont des séquences ensemble, on sent la grandeur. Et puis Amber Heard, je l'adore, je m'en fous qu'elle joue bien ou mal, je la trouve tellement sublime que je regarderai un film rien que pour la regarder elle (bah ouais, j'suis comme tous les mecs). Bon pour en revenir au film donc, on va dire que c'est une bonne idée, anéantie par un mauvais réalisateur, et ça ne m'étonne pas tellement que le film ait fait un gros bide au box-office américain, peut-être que Luketic va enfin prendre sa retraite.",0
"Ce dernier film du grand Sidney Lumet est un brillant thriller aux allures de tragédie grecque. En observant avec fatalité un même événement d’un point de vue de plusieurs personnages, et grâce à un scénario diabolique très élaboré, le réalisateur anéantit les valeurs familiales comme ultime refuge des âmes désespérées. La structure intelligente en flashback accentue la noirceur intense de cette œuvre implacable et virtuose.",1
le film ravira les fans de Tino Rossi qui endosse un rôle sur mesure par contre la réalisation de delannoy ne restera pas les annales. Il faut attendre l'arrivée tardive de Ginette Leclerc pour sortir le spectateur de son apathie.,0
"Sans queue ni tête. Voilà à quoi se résume cette énième version du ""Fantôme de l'Opéra"" qu'a réalisé Dario Argento en 1998, et ce, en compagnie de sa fille Asia tenant le rôle principal. Visiblement, le cinéaste est toujours dans son époque bénie, lorsqu'il enchaînait les ""giallo"" avec succès. Dès les premières minutes, le ton est donné : l'histoire d'amour fantastique et mystérieuse avec costumes d'époques est remplacée par les meurtres répétitifs d'un affreux tueur sanguinaire qui n'a même pas le courage de se manifester matériellement ! La suite : les femmes gémissent, hurlent, se déshabillent tandis que leur congénères se font atrocement mutiler, ayant le choix entre la manière dont ils se feront arracher les différents membres. A l'inverse, si le grand méchant loup n'est pas content et se fâche, ils n'auront que leurs yeux pour pleurer et une mort bien plus expéditive, alliant empalements et éventrements. Spectaculaire, ça s'est sûr : il ne se passe pas deux minutes sans que de brillants effets sanguinolents ne soient pimentés d'une petite touche d'érotisme satisfaisant Dario le père. Je demande à présent la fille et constate qu'elle est magnifique. Rien que pour elle et le charme qu'elle dégage, on aimerait prendre un quelconque plaisir à suivre ces péripéties aberrantes dont on se fout par ailleurs complètement. Mais c'est trop dur : on décroche dès lors qu'elle n'occupe plus le devant de la scène, remplacée par ce monstre qui a basculé du côté des ténèbres. Cela part dans tous les sens et on en vient à se retrouver dans un petit film d'horreur de série B. Certes, ce n'est pas bien méchant et on ne pourra pas lui reprocher sa prétention. Au contraire, son manque d'ambition flagrant déçoit et l'on se dit que cette rencontre de la famille Argento avec Gaston Leroux valait mieux que cette soporifique machine tournant à vide.",0
"Franchement pas aimé... J'suis fan de films gangsta, mais là j'ai trouvé ce film comme vraiment pas bon... Un scénario écris à la va vite, pas de rebondissement accrochant, les personnages on s'y attache pas du tout au contraire j'avais envie de les tuer (rien a voir avec le charismatique Al Paccino, sérieux) quand aux effets ça devait pas encore exister --' Les gunfights sont molles, pas très réalistes et je le répète, aucune surprise. Bref un film à laisser dans le rayon.",0
"Je ne connais guère le cinéma de Ferrara. Mais la somme des retours que j'en ai eu font un résultat mitigé. Alors j'y vais je me lance, je tombe sur ce film ""par hasard"" j'entends par là que j'avais pas forcément une envie folle de le voir mais il me passait sous la main alors ça faisait un prétexte. Et bah je suis clairement déçu. Au fond si la photo et la musique sont au poil, la réalisation trop appliquée ne dégage rien. En fait tout ça c'est très surfait, on a aucune forme d'intensité dans ce film. Le tout ne dégage rien n'inspire rien même pas une ambiance particulière qui aurait pu être superbe en vu de l'esthétique et de la plastique du film. Mais voilà pour faire simple la sauce ne prend pas. Tout est déjà vu et revu en terme de scénario, de personnages, etc. En bref c'est plutôt l'ennui qui habite le film, dommage parce qu'il y avait moyen de faire un truc sympa, pas génial mais sympa. Ca ne me donne pas envie de poursuivre la carrière du mec mais je serais bien obligé à un moment ou à un autre, j'espère simplement tomber sur quelque chose de foncièrement plus intéressant que ça...",0
"Film magnifique. Du grand cinema. Lenteur et émotion : éléments constitutifs du discours et de la trame artistique de l'auteur. Nombreux sujets évoqués avec tact et poésie. Par exemple le problème de la frigidité ou des douleurs ressenties lors de la pénétration, douleurs pouvant devenir invalidantes (dyspareunie). A ma connaissance, rare sont les statistiques ou études abordant cette problématique probablement moins exceptionnelle qu'on ne le croit. Sublimée par la sensibilité cinématographique exceptionnelle de l'auteur, cette question profondément humaine et bouleversante pour ceux et celles qui la vivent n'en devient que plus touchante. Enfin, en toile de fond, cette intemporelle conjonction entre drame et poésie, celle que nous ont laissé les dramaturges grecs, celle que nous laisse aujourd'hui Tran Anh Hung.",1
"Dans cette suite directe du premier volet, Angélique se trouve à la Cour des miracles, et va au terme de péripéties tenter d'intégrer la Cour royale. Le problème est que cette ascension parait bien incohérente, avec une personnage principale qui en moins de 1h40 alterne les métiers, les divers status sociaux, et les romances à l'eau de rose, au cours d'une intrigue pas toujours intéressante. On retrouve tout de même les personnages du premier film, à l'exception de Robert Hossein, ce qui est fort dommage. Il reste néanmoins Michelle Mercier et son charme, au milieu d'une France du 17ème siècle correctement reconstituée. Mais ""Merveilleuse Angélique"" demeure un film très dispensable et, comme son prédécesseur, manquant de panache.",0
"À voir avec son âme d'enfant -- en 2D, la 3D est mal utilisée, parfois même déplaisante. J'ai passé un bon moment, j'ai ri, et c'est le principal.",1
Je me suis vraiment fait chier devant ce film qui n'a aucun sens et surtout aucune accroche. A oublier,0
"""After Life"" n'est pas un film sur la mort, mais bel et bien sur la vie. Et sur le cinéma. L'idée de base du film paraît toute simple, mais elle est d'une beauté incroyable : après la mort, chaque personne dispose d'une semaine pour choisir un seul souvenir, le filmer, et enfin le revoir dans une salle de cinéma avant de disparaître avec lui dans l'au-delà. Les entretiens sont fascinants, et il paraît difficile, à la première vision, de savoir lesquels ont été écrits dans le scénario et lesquels sont improvisés par des non-acteurs relatant un souvenir de leur vie. Ces souvenirs sont simples mais émotionnellement puissants (trois d'entre eux se déroulent sur un banc), et l'idée que le cinéma puisse les raviver est magnifique. Le personnage de Mochizuki donne lieu, à la fin du film, à une scène magnifique : sans dévoiler quoique ce soit, contentons-nous de souligner que l'on a affaire à un des plus puissants regards caméra que j'ai pu voir dans un film (et son contrechamp l'est tout autant). Un hymne à la vie et au cinéma.",1
"Difficile de faire une critique sur le film L’an 1 des début difficiles tant les avis sont partagés, on sera tous d’accord de dire que ce film permet de faire rencontrer des amoureux de la comédie, bien que ces derniers ne partagent pas le même genre de comédie, prenons tout d’abord un des maitre en ce domaine qui remplissait des salles entière rien qu’avec la présence de son nom au générique, Harold Harris qui nous a offert de très bons films : Un jour sans fin (sans doute son meilleur chef d’œuvre), vacation ou encore Multiplicity, il est aussi l’heureux fondateur de SOS fantômes. Bref, ces films dans les années 80/90 laisseront plus de traces que ceux tournés dernièrement. On retrouve ensuite Jack Black qui est devenu une référence dans ce domaine, bien que l’on colle plus son nom à des rôles de gros pathos, se laissant aller à des improvisations assez scrabbleuses étant capable du meilleur, comme du pire, et enfin le producteur et ami du film : Judd Apatow qui depuis quelques années a réussit à relancer la comédie US avec des comédies telles que En cloque mode d’emploi, Supergrave… le fait de réunir dans un seul film trois amoureux de la comédie donne au final un résultat assez mitigé tant cela vire en grand n’importe quoi par moment, où chacun cherche à apporter sa marque de fabrique, au détriment de mettre en commun leur compétence, ce qui aurait pu améliorer de manière considérable le scénario, le jeu des acteurs et l’humour . On reconnait que la comédie américaine est sans cesse en mouvement depuis quelques années, tant Apatow part explorer de nouveau territoires dans la comédie, les films tendres sur les jeunes post-ados (dont il était le maitre) a fait des émules, comme Les grand frères et I love you Man, film certes décevant mais qui avait le mérite de montrer autre chose que du Apatow. On trouve aussi un nouveau genre comme l’utilisation du burlesque est employée à bonne escient... critique sur:cthiboy.blogs.allocine.fr",0
Pas beaucoup d'originalité dans ce magasin d'horlogerie avec des séquences répétitives et conventionnelles si ce n'est pour celle finale où une pendule provoque volontairement une bagarre entre deux réveils. Dommage que le reste ne soit pas du tout à la hauteur.,0
Le retour a la terre est la seule porte de sortie que nous avons pour sortir de l'impasse de la mondialisation. A chacun de nous de prendre nos responsabilités dans la simplicité et l'humilité,1
C'est affligeant ! Mais que font tous ces magnifiques acteurs dans un tel navet. Limite on comprend rien au scénario sans lire le synopsis avant... À éviter sauf si vous avez du temps à perdre !,0
"Curieuse de toutes les adaptations filmées de l'oeuvre de Jane Austen, il fallait bien qu'un jour je tombe sur celle-là. Globalement, tous les téléfilms de la collection BBC sont une réussite mais je considère que celui-ci est la cerise sur le gateau. Le jeu de Sally Hawkins est des plus fin, tout en retenue et fébrilité, elle est extrêmement touchante. Quand à Rupert Penry-Jones (Captain Wentworth), l'allure fière et dure qu'il arbore n'attend qu'un signal infime pour changer son regard... Aidé par un musique proche de celle de Michael Nyman, ce téléfilm est un vrai petit bijou de finesse dans la masse de ratés du PAF.",1
"Après la petite déception du 3éme opus on retrouve ici toute l'équipe hyper en forme dans ce 4éme et dernier film hilarant. La parodie sur l'environnement, les dialogues, Bender et un scénario vraiment réussi font de ce film un pure moment de bonheur. Je pense que c'est mon préféré avec le 2éme. Honnêtement il y a rien à dire de négatif sur celui ci, génial d'un bout à l'autre. Maintenant il reste plus qu'à attendre la suite de la série sur Comedy Central, cet épisode ce terminant par un petit cliffhanger. Vivement!",1
"Un premier film qui flirte avec le fantastique, mais reste loin des effets de manche ou des retournements convenus. Le récit est ambigu, c’est un puzzle qu’on (re)construit en permanence, avec une belle tendance à l'onirisme : magnifiques séquences nocturnes, ambiance irréelle de la forêt enneigée... Le réalisateur joue à fond de son décor, une vieille bâtisse perdue en pleine montagne, bien flippante. Mais il ne s'agit pas de rejouer Shining : le film a son identité propre et s'affirme comme un troublant portrait de femme - Hélène de Fougerolles se fond avec justesse dans le style du film, tout en retenue et en nuances. Guyon s'attache à l'ambigu travail de reconstruction de cette femme au contact d'un ado fantômatique. Si le scénario se révèle finalement inégal (certains personnages, comme celui de Marc barbé, auraitent mérités à être d'avantage développés), la mise en scène, majestueuse, emporte la mise : chaque image est chargée d'une intensité, d'une densité rare dans le cinéma français (on pense à ""De beaux lendemains"" d'Atom Egoyan). Au final, la proposition est suffisamment marquante pour saluer la naissance d'un vrai cinéaste.",1
"Cette série B n'a aucunement la prétention de rechercher la vérité historique, c'est son droit mais autant le savoir. Ça se regarde jusqu'au bout par curiosité parce que ça nous change des Hercules et autres Macistes mais surtout parce que Belinda Lee l'illumine de sa beauté, sinon il faut bien avouer que ce n'est pas terrible et même assez souvent affligeant voire grotesque. Au titre des anachronismes notons la présence d'une nuisette sous le péplum de Messaline et de culottes ""petit bateau"" sous les robes des danseuses (précisons que ces sous-vêtements ne sont apparus qu'au 20ème siècle )",0
Tres bonne surprise sur une partie peu connue de l'histoire russe. A voir si vous en avez l'opportunite,1
Excellent !,1
"Passionnant documentaire, tour à tour révoltant et émouvant. Le dispositif documentaire est sobre, un montage alterné d'une vingtaine de témoignages autour de la difficulté d'être une femme noire en France aujourd'hui. L'intelligence du questionnaire élaboré par Amandine Gay permet à ces femmes de se livrer, avec pudeur mais sans retenue. Au delà d'un état des lieux peu glorieux sur le racisme contemporain en France, c'est aussi un film humaniste, qui questionne le ""vivre ensemble""; et une galerie de très beaux portraits de femme.",1
"Un thriller coréen qui parait bien fade à côté de l’excellent ""Old Boy"" du même réalisateur et constituant lui aussi la trilogie de la vengeance. Même si l’esthétique est belle, la construction du film, quant à elle, est prétentieuse et confuse, présentant beaucoup de lenteurs, de redondances, de flashs-back et un rythme poussif et inégal. Une réalisation très ennuyeuse dans laquelle on trouve très peu d’intérêt à suivre la revanche de son héroïne !",0
"Je viens de voir ce magnifique documentaire avec beaucoup de retard. Je regrette de ne pas l'avoir vu avant. On suit, pendant toute l'année 2013 à Lyon, les visites d'une infirmière auprès de ses patients, pour la plupart très âgés. C'est un documentaire très pertinent et poignant. Remarquable !",1
